1324,5,53,738
3721,5,647,879
9248,3,814,654
4343,4,54,187
3371,3,371,708
412,5,260,432
6411,3,515,440
9446,3,382,918
8143,5,635,636
8751,2,855,174
9969,4,480,675
800,3,272,425
4273,3,427,282
6424,3,653,112
5386,5,947,326
8830,4,270,918
4984,2,630,306
8334,2,819,754
1551,3,57,573
4215,5,695,208
7942,5,158,796
7160,2,535,991
9882,2,152,725
1096,4,172,238
9035,3,714,343
8947,2,60,358
3248,5,235,591
1727,3,530,358
5361,2,533,536
2420,2,69,775
1909,3,634,416
2851,3,267,899
5761,5,486,145
6984,5,569,476
5734,2,80,397
5282,5,145,861
3779,5,803,571
4825,4,959,621
4481,5,610,271
1833,4,167,732
506,3,673,619
4747,5,784,457
3809,5,186,512
7768,2,342,564
1156,4,65,307
2805,4,810,748
373,2,617,597
2688,5,798,269
3885,4,386,780
7,3,912,122
5745,3,165,391
6682,2,853,853
1233,2,499,340
5536,4,854,335
8666,5,878,103
2268,2,297,851
8910,2,292,802
500,5,874,118
1108,3,231,107
9118,2,21,295
4413,3,542,232
8263,3,268,440
9823,4,399,711
5794,5,198,827
4536,2,944,927
7960,2,914,876
6184,3,442,472
1320,5,830,462
2033,2,398,677
1555,5,580,246
5075,3,457,917
4199,4,504,987
2699,5,623,654
2437,5,958,493
3886,5,471,191
662,4,577,622
4356,3,48,607
2415,5,739,439
3174,5,825,879
3839,2,58,317
8043,5,604,319
8998,4,525,938
3778,3,808,119
8320,4,765,147
2477,3,168,550
8225,5,901,267
829,2,103,676
9594,2,67,882
7963,4,503,920
8029,3,501,175
1970,3,276,461
9726,4,562,192
2232,3,590,123
7611,3,444,845
7830,5,79,844
2289,4,374,320
885,5,934,110
5624,2,433,162
4904,5,300,229
5106,3,443,360
7866,5,164,980
1066,5,603,123
4078,4,249,258
2355,3,527,922
1502,3,952,272
7273,4,126,865
9924,4,908,655
9787,3,55,889
5813,3,254,615
9668,4,728,311
3087,4,124,502
6756,3,256,983
4386,5,494,403
1541,4,73,396
1529,4,414,647
8074,4,468,838
6416,5,332,930
1456,4,416,730
6170,5,546,278
3709,5,711,357
2662,2,676,880
1582,2,362,339
481,5,422,735
5434,4,317,195
2739,5,56,907
6983,5,556,837
8551,4,772,182
3925,5,549,840
480,2,813,770
7972,2,616,285
3737,3,40,973
9917,4,285,520
8987,4,750,815
4296,5,722,267
5932,4,387,672
9066,3,624,530
2829,2,636,452
6271,4,420,402
4624,4,193,748
2084,4,328,371
8372,4,107,274
1184,4,629,955
4442,2,314,619
9232,5,688,427
3672,2,659,869
1120,5,598,286
4367,3,568,847
3062,4,329,324
3107,4,513,562
1573,4,369,115
903,2,0,502
6392,4,588,648
5402,5,14,373
174,5,229,775
8341,2,183,357
2950,4,419,696
4279,3,540,679
8325,3,30,671
3258,4,408,668
7478,3,16,313
2125,5,511,338
1265,3,238,796
2419,4,788,406
1982,3,132,914
6489,4,786,779
5552,3,847,390
4775,5,467,356
1955,2,458,872
794,2,426,191
6295,4,960,274
3220,2,430,491
4564,5,621,371
7144,4,884,547
398,5,685,686
2387,5,204,458
4794,3,662,170
3011,2,455,567
6297,2,858,662
4176,5,640,517
7548,2,4,239
3565,2,768,944
7238,4,724,991
5785,4,365,944
8438,2,284,406
641,3,872,641
8117,2,182,932
9867,4,87,336
3587,2,452,517
5953,4,264,393
7905,4,800,921
5218,2,656,568
5848,2,564,261
9812,3,957,305
2220,5,108,145
2031,4,833,256
2930,3,777,705
521,2,720,261
3215,3,225,768
1822,2,827,218
6353,4,911,906
