3530,5,193,824
2285,5,561,371
986,5,977,375
4045,4,0,332
83,5,898,941
5742,5,145,380
8270,5,589,375
3176,2,285,558
659,3,997,379
6601,4,334,753
4923,4,269,994
9761,4,232,326
3727,5,780,408
852,3,104,622
7903,5,463,228
3077,3,735,979
1676,4,716,959
8383,4,224,438
7334,4,309,954
7202,2,288,625
6832,2,445,759
3983,5,489,722
2704,4,524,961
4192,5,973,159
1516,3,110,449
9752,3,919,416
1986,3,597,390
924,5,156,264
5448,4,834,772
5874,4,760,770
8849,5,64,952
9856,3,809,991
6901,2,586,156
2173,3,540,685
8193,2,658,738
3396,2,29,163
2980,2,763,761
98,3,984,551
5911,3,599,356
6909,2,337,242
9682,3,534,583
8653,2,681,342
9815,3,369,158
984,2,907,657
1208,4,916,495
5929,4,122,958
3569,4,111,292
4765,4,46,446
7594,4,108,544
4862,4,991,213
3204,4,470,229
8825,3,83,545
8378,4,417,214
6451,4,456,677
5993,4,838,679
9995,5,886,912
7228,5,779,567
1336,4,552,418
817,2,229,196
5747,3,873,530
9053,2,32,763
3014,5,6,262
1981,2,514,970
1885,2,777,699
3893,4,424,589
1412,5,98,478
3652,5,840,232
8096,3,85,610
3575,5,157,980
5625,5,818,774
9371,5,629,918
4044,3,960,145
316,5,36,382
6190,4,487,999
3395,3,71,952
6943,3,987,495
8199,2,813,491
5676,5,204,238
7943,2,526,533
7384,3,709,180
2264,2,442,874
1372,2,212,575
4439,3,685,160
4767,5,196,243
9950,3,493,918
8110,4,940,908
4663,2,198,335
5162,2,321,368
718,5,566,445
7098,2,239,805
5186,5,923,893
5629,4,358,188
6151,4,298,186
3828,2,17,585
7684,4,656,789
2495,5,810,287
378,5,947,656
5251,3,386,982
565,5,466,157
5679,2,555,198
3412,5,209,874
4212,2,100,319
3182,2,992,409
2991,2,106,314
1716,5,355,817
3090,2,259,831
7635,2,557,275
468,5,242,262
3331,4,615,479
8421,2,606,655
311,2,719,763
496,3,189,379
8720,2,194,257
7077,5,392,242
8647,2,51,396
4147,3,99,619
4189,4,652,497
7827,4,788,435
6777,5,764,570
8422,4,691,678
6390,2,163,400
6577,2,565,525
4408,3,944,423
8205,2,39,132
5641,2,310,632
3217,3,853,814
7592,5,52,293
4269,2,968,380
1867,3,362,191
5699,4,679,690
6744,5,966,513
2106,4,199,424
5959,3,663,258
1998,4,553,314
528,4,939,423
6734,3,583,672
5458,2,738,413
2218,5,814,540
8836,5,842,345
4538,5,423,286
5053,2,724,975
304,3,485,777
3285,5,77,602
6531,5,235,433
7693,4,438,963
4773,4,448,921
1843,5,446,490
1013,2,703,469
3080,3,680,133
8807,4,326,558
3369,5,165,406
1449,3,74,155
219,3,58,189
1979,4,416,254
8747,2,80,391
4365,3,827,303
3671,5,734,864
3191,3,917,111
7695,5,619,966
6720,5,969,716
2022,3,262,109
3193,4,567,466
1983,5,346,545
5473,4,57,170
8779,3,868,370
1021,2,23,192
4729,3,90,715
4522,3,21,419
4437,5,839,785
6003,5,161,470
649,3,844,689
7172,4,706,888
7718,3,113,591
9777,4,207,783
7423,3,902,512
3699,2,335,558
3658,3,53,615
2554,5,816,470
1332,3,752,123
5408,4,942,313
1482,2,397,510
5504,3,175,632
8806,4,870,939
2718,5,743,877
950,5,323,472
9878,5,736,793
7485,4,634,227
6661,5,776,997
2750,3,531,489
1508,5,319,963
808,4,55,553
7182,5,303,783
8150,5,528,734
7794,3,154,559
6100,4,327,894
150,4,44,210
5635,2,14,124
4019,3,59,672
9793,5,803,176
4625,5,802,762
