4664,4,704,616
9391,3,816,512
2151,3,533,582
5543,4,753,562
3975,5,228,849
4619,5,439,448
217,4,578,288
4821,5,275,538
6853,2,486,400
6837,3,991,464
4580,3,166,628
5602,2,25,565
254,3,877,232
5419,4,467,918
8525,5,940,520
1544,5,720,156
6833,5,291,456
3578,2,18,870
2985,4,794,671
1470,2,819,734
5736,2,804,171
586,3,880,300
9832,3,85,934
6045,5,866,262
1817,3,339,571
2015,5,678,253
6712,3,522,584
8778,3,125,543
8303,4,255,949
4135,5,307,280
617,4,62,844
8553,4,885,296
5563,5,454,855
6117,2,367,302
8996,4,265,580
2779,5,883,530
671,2,701,535
4347,4,923,808
5001,2,252,928
3850,3,898,136
5833,4,428,650
7530,4,765,914
5460,2,623,244
1881,2,897,694
2237,3,227,774
1134,3,84,753
8572,4,24,788
1916,5,527,870
8937,2,607,696
9237,3,111,599
8328,3,342,386
4298,5,560,697
1640,5,281,732
8906,3,38,977
2628,3,859,856
7868,4,236,977
160,2,731,633
2310,4,425,935
8931,4,172,429
1904,4,400,992
4286,5,584,589
4427,3,140,521
8700,5,729,546
7603,3,782,140
4301,2,206,287
9207,4,631,944
9788,2,953,534
7052,5,466,885
5540,2,692,727
2413,2,506,426
2390,5,892,808
9361,4,754,782
3348,5,772,428
578,5,344,616
7520,3,927,207
7806,5,263,410
7515,5,106,991
5569,3,276,701
4171,2,612,345
4703,2,984,336
1987,3,88,641
9796,4,661,737
4226,3,789,496
2943,3,568,445
9661,4,305,470
9892,2,224,515
8911,4,579,948
8643,3,595,114
5234,2,557,456
3874,3,513,545
8750,5,663,287
612,5,354,966
3751,2,625,815
3494,4,149,813
7561,3,287,680
5781,2,453,398
8679,2,136,334
4578,5,455,877
2600,5,272,300
5366,4,375,809
6534,5,681,280
1339,4,618,875
2241,4,54,632
8772,5,326,909
8729,5,65,563
3632,2,565,342
7476,4,216,743
1965,2,468,907
9012,4,792,509
3708,5,734,587
553,5,563,510
1564,3,712,420
464,4,523,747
5427,3,868,775
6691,3,943,266
3952,3,735,939
1004,5,921,239
9881,4,997,979
8917,2,21,184
4617,5,210,592
4891,3,611,500
2054,5,462,422
9368,5,966,715
4676,5,469,537
822,4,312,571
1450,4,936,323
2096,2,296,237
682,2,796,544
4246,5,549,453
9786,5,398,402
7987,5,87,530
917,2,147,484
5876,2,79,244
94,4,89,873
2287,3,253,275
783,3,343,205
2672,2,63,368
3143,3,567,194
9629,5,406,707
6123,4,773,871
3922,4,520,239
3372,5,434,869
1672,5,481,151
4735,3,566,730
5580,5,988,173
3115,4,683,130
1621,5,820,486
4472,3,907,427
7841,5,322,850
6589,4,42,694
8589,2,787,691
1656,3,399,608
2398,4,638,732
3729,4,491,790
638,4,635,883
3266,5,659,842
5954,4,372,597
2544,2,0,489
2169,4,517,294
8100,5,128,901
241,4,741,683
4152,4,912,431
2598,4,687,178
970,2,624,829
6325,2,1,391
2839,4,202,512
4155,5,135,259
2179,5,492,842
9234,2,990,119
6183,4,303,493
3781,2,679,109
5955,3,826,952
1474,2,858,169
6255,5,989,102
9472,5,993,375
1496,5,313,282
9622,2,968,682
3564,5,474,682
1303,4,177,438
3648,5,917,209
6153,5,475,482
4824,2,658,310
8104,3,573,647
7279,2,569,163
1375,5,934,833
9739,2,726,484
6084,3,547,289
8095,5,330,792
9059,4,653,753
4700,5,209,621
1321,4,530,394
93,3,185,491
129,4,68,865
3926,5,969,556
3533,2,448,420
9302,3,431,721
4292,2,391,626
2361,4,33,295
9271,3,386,232
7270,2,628,571
