9779,3,170,371
4190,5,93,525
4499,2,571,700
3724,4,806,606
5535,3,797,641
5,3,428,160
2266,2,443,419
1103,2,850,776
7793,3,799,244
1064,3,423,191
5034,2,906,670
9983,3,109,288
1154,5,147,556
7850,5,569,108
274,4,916,558
7742,4,895,935
7922,4,728,845
4905,5,881,495
3856,3,692,827
2836,5,285,887
2367,2,969,358
3610,2,373,331
9893,5,479,471
8832,4,802,946
9533,2,554,576
8620,5,31,693
5107,4,965,449
3665,4,570,781
8565,2,361,794
401,4,902,771
5261,2,180,900
9508,3,450,756
9858,4,809,264
7175,5,957,111
2974,2,472,429
4927,2,278,475
2105,4,268,805
6559,4,819,893
5153,2,103,848
1662,3,483,571
8904,5,303,544
3872,2,886,567
3920,2,97,583
6792,5,775,787
5167,4,884,393
7404,5,398,852
1889,2,363,101
7924,3,976,728
7679,2,700,970
5946,2,640,260
1253,4,27,757
8871,4,266,146
8439,2,252,784
1946,5,154,443
1687,5,111,259
3998,5,309,335
7112,4,648,604
8951,3,415,945
4979,3,133,245
8624,2,885,216
3639,4,778,394
6447,3,542,848
4256,2,532,310
8943,3,367,736
6002,3,952,516
6242,2,277,861
5756,5,332,840
7029,3,863,512
3022,4,321,203
4713,4,256,873
8121,5,213,499
703,2,376,111
9909,5,616,441
2457,4,230,187
856,4,838,163
315,5,592,744
2999,2,561,544
8313,2,824,324
6946,5,453,316
3350,3,727,260
3318,3,951,300
7390,5,779,345
9485,5,505,792
7566,2,839,996
9530,3,207,772
6705,5,643,981
99,4,984,568
1041,3,246,633
5057,5,296,883
685,3,130,345
4893,4,867,341
9243,3,349,490
9982,3,436,119
7907,2,932,905
8642,3,358,373
919,3,345,100
9050,5,292,505
5353,2,585,575
4945,5,583,307
2929,5,379,345
1493,2,205,487
353,2,588,114
9936,5,756,757
28,2,771,530
6740,3,281,564
8265,5,511,122
343,4,964,272
9764,4,267,884
2462,3,713,389
1169,3,328,893
3270,5,880,494
557,3,764,473
1439,2,720,454
668,3,883,577
1957,5,894,431
6931,4,709,554
1383,2,930,960
1407,5,271,799
6371,5,245,839
6501,2,501,507
1902,5,181,167
849,2,260,296
5129,3,688,628
3163,5,702,526
1012,2,985,639
8664,2,22,245
9113,5,530,693
5170,5,761,511
8140,2,782,988
7622,3,829,972
7378,3,986,761
8952,3,43,928
3360,5,523,583
7562,3,836,572
5143,3,251,707
5396,4,509,651
6293,3,870,352
1308,5,138,480
7964,5,262,766
4898,3,434,300
6254,3,316,770
6307,2,636,427
5637,2,482,277
1430,2,562,725
387,2,269,427
5011,3,903,761
3734,5,324,852
322,3,432,955
5424,5,512,534
8619,5,758,446
8888,3,80,723
7649,5,711,549
1469,5,283,245
1310,4,4,321
6436,3,365,919
7752,2,78,273
6967,2,63,107
648,5,406,474
9954,3,615,964
5619,3,708,524
7480,4,666,354
7002,3,597,540
8737,5,516,392
9036,3,291,121
9453,5,736,127
3302,3,949,748
4671,5,234,533
8153,4,659,878
9342,4,904,507
4277,5,810,611
5652,3,759,203
1641,5,84,911
1894,4,146,328
7389,3,777,882
7984,3,974,205
830,5,732,739
32,5,721,981
1975,3,584,605
3702,5,944,261
5294,3,421,691
604,3,840,920
9536,3,853,638
2586,3,879,410
3508,2,20,744
5949,5,157,524
4308,2,849,907
7418,4,993,841
7838,5,899,694
8528,5,690,489
8236,5,197,783
9864,2,557,944
9870,3,751,549
8900,4,970,611
5445,2,882,106
2940,3,14,168
8752,2,441,410
3358,4,248,536
1200,3,341,215
3860,2,165,722
7013,3,364,670
