8409,2,987,110
8708,4,698,325
7811,5,944,755
5905,4,881,128
4790,2,622,790
6473,4,762,288
5117,5,284,372
5400,3,882,311
5866,3,602,555
1128,5,922,320
8758,3,874,197
7886,5,401,615
5182,3,639,575
6698,4,390,598
7145,2,836,453
8064,3,709,849
966,5,47,578
9195,4,757,845
7298,3,983,188
9930,2,515,156
4274,2,443,813
9412,4,3,336
8860,5,155,969
363,2,839,159
1379,4,649,596
1911,4,17,687
589,4,226,937
4390,4,730,543
4149,3,756,727
4366,2,204,707
2324,3,70,489
2210,5,41,957
3292,3,207,413
8704,3,364,222
3377,3,978,807
3398,4,716,277
7995,5,801,283
1593,5,760,206
9128,4,294,829
2239,2,930,351
6139,5,126,589
7944,2,844,783
832,5,396,586
5478,4,134,644
1461,3,102,159
7165,3,992,258
3047,4,336,428
6204,3,241,328
4872,2,152,524
3150,3,539,202
7359,3,36,363
696,5,824,316
4989,5,487,727
8724,4,489,150
6930,4,504,203
5111,4,933,809
971,3,341,323
874,2,700,645
8289,5,427,795
938,4,213,953
2196,5,651,900
6282,2,571,447
2506,3,371,927
4823,5,848,951
4730,5,656,880
5712,4,179,653
5365,4,834,380
5036,2,271,656
754,5,8,158
1209,4,370,258
5226,5,495,827
7863,2,347,448
8337,2,963,463
1180,3,461,451
6570,3,970,246
5426,4,189,583
3118,5,58,144
8792,2,438,785
5477,3,105,729
1543,2,112,254
5339,5,913,470
7096,2,458,862
7831,3,114,851
4004,5,81,674
6866,5,388,958
1249,5,337,257
793,3,268,123
3125,2,233,418
7296,3,374,256
4335,2,957,726
8000,3,437,401
760,3,29,465
9082,3,418,262
8202,2,273,624
7526,5,842,434
5586,4,884,916
9481,5,524,277
239,3,977,761
2551,4,614,806
9430,5,821,176
4449,4,49,603
5324,3,911,589
4915,3,383,477
3265,2,144,967
6630,3,537,698
9443,3,183,362
4372,2,420,940
6270,2,973,170
5026,2,617,153
3784,3,451,152
2322,4,484,968
4924,5,931,386
1809,3,980,489
5546,2,131,573
9898,5,505,303
9387,2,311,245
3149,3,910,520
3939,2,786,813
4796,5,985,677
292,3,447,310
7075,3,746,205
7227,4,9,618
6615,2,340,162
8873,4,154,509
2971,3,616,567
2644,4,441,985
4469,3,244,250
5807,2,410,890
4704,3,657,588
6917,2,926,664
6181,3,526,654
3238,3,243,182
60,2,717,293
7225,4,559,156
1577,4,694,191
2888,4,590,145
3540,2,592,243
6004,4,767,176
6154,3,352,388
7817,5,317,339
4829,4,366,946
3068,2,615,421
9307,2,419,945
6848,4,702,716
7216,2,414,338
8250,3,408,717
4742,4,424,977
6337,2,994,509
8367,5,13,183
5074,5,846,235
4808,5,867,849
6277,2,838,358
1443,2,873,251
6452,3,395,142
102,3,433,752
3660,3,7,367
3659,5,901,278
3888,3,572,991
8480,4,509,306
2678,3,200,904
1201,5,601,853
3896,3,442,442
8657,4,899,962
5103,4,163,470
9369,4,672,225
5015,2,664,200
6426,2,536,380
4251,5,187,990
1841,3,865,814
2986,4,742,597
1922,2,44,599
9745,3,191,158
1399,2,188,918
3837,2,748,142
7798,5,850,704
6626,3,270,350
5987,3,80,629
3803,2,225,265
7498,2,781,393
9136,5,733,679
8038,3,324,406
2205,5,261,611
6515,5,810,143
7983,3,705,199
7529,2,541,561
9938,4,53,533
9587,4,74,549
7691,2,215,867
4874,4,394,773
2684,3,722,952
9676,2,4,977
1556,2,184,313
9809,4,502,306
4819,5,51,601
8609,3,554,550
8362,5,766,239
3376,3,190,860
1534,4,59,168
7477,4,851,263
7204,3,755,997
