7304,2,118,621
9002,2,935,905
1778,2,351,284
3374,5,41,702
8673,4,155,257
8703,4,35,503
297,4,739,214
7913,2,664,128
8447,3,237,623
6132,4,770,646
3767,2,127,913
2937,4,723,456
7197,4,360,618
3845,3,176,442
89,3,750,528
9406,4,129,327
931,2,361,668
5156,2,649,746
1093,5,855,964
3026,5,457,707
5524,4,400,205
7885,3,227,347
5056,5,880,640
3584,5,965,803
3542,2,905,111
5753,2,169,316
3459,3,453,528
3651,5,603,532
148,5,364,242
6358,4,808,376
9213,4,142,927
4934,2,81,721
6233,4,333,969
1620,5,744,199
2516,5,502,663
3280,5,748,400
8493,5,513,228
8273,5,132,147
2633,3,383,214
7727,2,717,831
2064,5,43,301
7856,3,677,560
8307,4,434,386
7575,3,673,491
2371,3,396,501
2873,2,955,485
2886,3,817,828
3254,2,922,425
9316,5,548,781
4281,3,292,220
1188,4,382,377
7624,5,469,221
6102,2,272,524
7909,5,632,446
1659,5,621,238
252,2,782,326
6550,4,755,954
3023,5,659,472
2712,3,980,988
3010,3,857,334
4782,3,591,477
9319,3,375,139
5770,2,345,117
3406,3,864,362
9797,2,405,530
5649,3,727,142
2669,5,732,349
9949,3,787,742
8604,2,666,780
3198,2,714,468
4670,5,715,574
3993,3,197,398
1750,5,119,602
6892,4,676,540
8146,4,970,530
8765,4,982,704
7805,5,972,686
9044,2,523,203
3919,3,289,277
8144,4,147,156
1300,5,447,869
605,3,800,480
9388,5,352,579
7207,2,699,189
6743,5,517,227
1950,2,835,787
6726,2,705,289
7736,2,251,131
5817,3,742,384
757,4,455,297
218,3,479,157
3945,5,91,391
5043,2,654,902
9750,5,418,750
1388,3,160,871
7177,4,620,272
5050,4,181,106
3035,5,112,874
7632,2,89,747
9799,4,431,622
936,5,682,297
2063,2,508,645
9544,5,70,592
6138,2,675,562
7970,5,450,722
6554,4,846,116
9313,5,920,431
9413,3,563,222
985,5,963,707
2737,4,668,455
62,3,576,565
5073,5,861,238
229,4,350,899
2263,3,924,680
1632,4,626,550
8953,4,274,742
1305,2,314,647
7109,4,592,641
8538,4,402,807
6869,4,798,288
5233,3,255,201
1210,4,884,160
8282,4,913,855
2079,4,783,730
4776,4,185,752
2298,4,713,700
6368,5,975,661
5931,3,643,197
9168,4,700,233
6516,5,881,985
3375,2,276,481
9680,3,37,528
1368,5,478,436
4197,3,467,680
6188,3,372,531
998,2,275,217
9848,5,308,889
2472,4,76,621
5292,3,511,976
6388,5,273,593
1214,4,233,315
6859,4,617,264
9829,2,888,293
2722,5,429,632
7723,5,480,280
4042,4,226,545
6209,5,325,859
8172,4,694,838
6419,4,996,775
2744,5,178,577
8099,5,190,457
58,2,491,769
9945,3,925,512
153,3,767,659
3017,4,45,835
1978,4,903,839
6362,2,271,514
1532,2,195,195
472,5,82,494
7724,4,336,711
781,5,594,868
5188,4,278,855
9274,2,572,625
4272,3,329,915
1481,3,741,408
1788,4,5,291
9007,5,745,494
6367,4,477,330
7097,2,931,558
875,2,149,158
9458,3,15,748
3979,4,729,729
291,4,231,369
680,2,958,216
5683,3,512,449
8087,4,473,166
3167,3,481,861
6880,2,16,286
4331,4,941,405
8432,2,472,918
7413,2,140,883
3349,3,689,558
1165,5,568,908
5662,3,956,795
6393,5,115,860
6067,4,92,473
9940,3,172,155
1408,5,696,772
3829,5,296,730
5856,4,490,774
8118,2,464,771
7712,5,72,218
2098,5,186,745
5121,2,488,757
2150,4,359,643
7510,4,501,988
8164,3,299,710
3218,3,222,921
2562,4,869,395
9978,4,819,255
